instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_24974,"oa:Annotation, prov:Entity",viewsari:textchunk_24974,his day. And when Donatello,viewsari:cooccurrence_extraction_don-ver_1
viewsari:annotation_24975,"oa:Annotation, prov:Entity",viewsari:textchunk_24975,"The same Jacopo, together with Aldigieri",viewsari:cooccurrence_extraction_ava-zev_1
viewsari:annotation_24976,"oa:Annotation, prov:Entity",viewsari:textchunk_24976,"The same Jacopo, together with Aldigieri and Sebeto da Verona",viewsari:cooccurrence_extraction_ava-ver_1
viewsari:annotation_24977,"oa:Annotation, prov:Entity",viewsari:textchunk_24977,Aldigieri; and Sebeto,viewsari:cooccurrence_extraction_ver-zev_1
viewsari:annotation_24978,"oa:Annotation, prov:Entity",viewsari:textchunk_24978,his table; but one day Jacopo,viewsari:cooccurrence_extraction_buo-ind_1
viewsari:annotation_24979,"oa:Annotation, prov:Entity",viewsari:textchunk_24979,"Luca, as he",viewsari:cooccurrence_extraction_buo-sig_1
viewsari:annotation_24980,"oa:Annotation, prov:Entity",viewsari:textchunk_24980,"Andrea del Verrocchio, who was much his friend",viewsari:cooccurrence_extraction_ver-vin_2
viewsari:annotation_24981,"oa:Annotation, prov:Entity",viewsari:textchunk_24981,he taught him,viewsari:cooccurrence_extraction_sal-vin_1
viewsari:annotation_24982,"oa:Annotation, prov:Entity",viewsari:textchunk_24982,"he was, retired from the undertaking; and the friars, to the end that Leonardo",viewsari:cooccurrence_extraction_lip-vin_1
viewsari:annotation_24983,"oa:Annotation, prov:Entity",viewsari:textchunk_24983,Michelagnolo Buonarroti and him,viewsari:cooccurrence_extraction_buo-vin_1
viewsari:annotation_24984,"oa:Annotation, prov:Entity",viewsari:textchunk_24984,Giorgione had seen some things by the hand of Leonardo,viewsari:cooccurrence_extraction_cas-vin_1_02
viewsari:annotation_24985,"oa:Annotation, prov:Entity",viewsari:textchunk_24985,"Cosimo, his master",viewsari:cooccurrence_extraction_cos-ros_1_02
viewsari:annotation_24986,"oa:Annotation, prov:Entity",viewsari:textchunk_24986,his art. And so Piero,viewsari:cooccurrence_extraction_cos-vin_1
viewsari:annotation_24987,"oa:Annotation, prov:Entity",viewsari:textchunk_24987,"Francesco da San Gallo, who was much his friend and intimate companion, and who made it when Piero was old",viewsari:cooccurrence_extraction_cos-gia_1
viewsari:annotation_24988,"oa:Annotation, prov:Entity",viewsari:textchunk_24988,"Francesco da San Gallo, who was much his friend and intimate companion, and who made it when Piero was old",viewsari:cooccurrence_extraction_cos-san_1
viewsari:annotation_24989,"oa:Annotation, prov:Entity",viewsari:textchunk_24989,he made a portrait of Bramante,viewsari:cooccurrence_extraction_san-urb_1_01
viewsari:annotation_24990,"oa:Annotation, prov:Entity",viewsari:textchunk_24990,Bramante had done him,viewsari:cooccurrence_extraction_buo-urb_1
viewsari:annotation_24991,"oa:Annotation, prov:Entity",viewsari:textchunk_24991,"himself to Rome; where, Bramante",viewsari:cooccurrence_extraction_san-urb_1_02
viewsari:annotation_24992,"oa:Annotation, prov:Entity",viewsari:textchunk_24992,himself. Giuliano,viewsari:cooccurrence_extraction_buo-san_1_01
viewsari:annotation_24993,"oa:Annotation, prov:Entity",viewsari:textchunk_24993,"his works one Ventura, a carpenter of Pistoia, who was a man of very good ability, and drew passing well",viewsari:cooccurrence_extraction_urb-ven_1
viewsari:annotation_24994,"oa:Annotation, prov:Entity",viewsari:textchunk_24994,"Baccio, he",viewsari:cooccurrence_extraction_alb-san_1
viewsari:annotation_24995,"oa:Annotation, prov:Entity",viewsari:textchunk_24995,"Cosimo Rosselli, where he",viewsari:cooccurrence_extraction_alb-ros_1
viewsari:annotation_24996,"oa:Annotation, prov:Entity",viewsari:textchunk_24996,his leave of Cosimo,viewsari:cooccurrence_extraction_ros-san_1_01
viewsari:annotation_24997,"oa:Annotation, prov:Entity",viewsari:textchunk_24997,he saw him,viewsari:cooccurrence_extraction_buo-tor_1
viewsari:annotation_24998,"oa:Annotation, prov:Entity",viewsari:textchunk_24998,he was so enraged that Torrigiano,viewsari:cooccurrence_extraction_cre-tor_1
viewsari:annotation_24999,"oa:Annotation, prov:Entity",viewsari:textchunk_24999,his life. This matter becoming known to Lorenzo,viewsari:cooccurrence_extraction_buo-cre_1
viewsari:annotation_25000,"oa:Annotation, prov:Entity",viewsari:textchunk_25000,"Leonardo, speaking with Giuliano",viewsari:cooccurrence_extraction_san-vin_1_01
viewsari:annotation_25001,"oa:Annotation, prov:Entity",viewsari:textchunk_25001,"his brother Antonio, who, having a good and versatile intelligence, and coming thus into contact with the Court, entered into the service of the Pope, who conceived a very great affection for him",viewsari:cooccurrence_extraction_mai-san_1
viewsari:annotation_25002,"oa:Annotation, prov:Entity",viewsari:textchunk_25002,"his brother Antonio, who, having a good and versatile intelligence, and coming thus into contact with the Court, entered into the service of the Pope, who conceived a very great affection for him",viewsari:cooccurrence_extraction_san-san_1_01
viewsari:annotation_25003,"oa:Annotation, prov:Entity",viewsari:textchunk_25003,"Giuliano, whom he took with him to Rome",viewsari:cooccurrence_extraction_san-san_2_01
viewsari:annotation_25004,"oa:Annotation, prov:Entity",viewsari:textchunk_25004,him to work at painting the Papal apartments; whereupon Giuliano,viewsari:cooccurrence_extraction_san-san_1_02
viewsari:annotation_25005,"oa:Annotation, prov:Entity",viewsari:textchunk_25005,"Raffaello, who was his friend",viewsari:cooccurrence_extraction_buo-san_1_02
viewsari:annotation_25006,"oa:Annotation, prov:Entity",viewsari:textchunk_25006,his son,viewsari:cooccurrence_extraction_san-san_1_03
viewsari:annotation_25007,"oa:Annotation, prov:Entity",viewsari:textchunk_25007,him his,viewsari:cooccurrence_extraction_per-san_1_02
viewsari:annotation_25008,"oa:Annotation, prov:Entity",viewsari:textchunk_25008,Leonardo. Yet Raffaello,viewsari:cooccurrence_extraction_san-vin_1_02
viewsari:annotation_25009,"oa:Annotation, prov:Entity",viewsari:textchunk_25009,he taught that good father,viewsari:cooccurrence_extraction_san-san_1_04
viewsari:annotation_25010,"oa:Annotation, prov:Entity",viewsari:textchunk_25010,"Raffaello, it was left with Ridolfo Ghirlandajo",viewsari:cooccurrence_extraction_ghi-san_1_01
viewsari:annotation_25011,"oa:Annotation, prov:Entity",viewsari:textchunk_25011,he sent him,viewsari:cooccurrence_extraction_d-r-san_1
viewsari:annotation_25012,"oa:Annotation, prov:Entity",viewsari:textchunk_25012,"this most noble craftsman, by reason of the aforesaid works and many others, having passed into France and Flanders, Albrecht Dürer, a most marvellous German painter, and an engraver of very beautiful copperplates",viewsari:cooccurrence_extraction_d-r-urb_1
viewsari:annotation_25013,"oa:Annotation, prov:Entity",viewsari:textchunk_25013,Raffaello commissioned him,viewsari:cooccurrence_extraction_bol-san_1
viewsari:annotation_25014,"oa:Annotation, prov:Entity",viewsari:textchunk_25014,"Giovanni da Udine, his disciple, who has no equal in the painting of animals",viewsari:cooccurrence_extraction_san-udi_1
viewsari:annotation_25015,"oa:Annotation, prov:Entity",viewsari:textchunk_25015,"Giulio Romano, whom he had always loved dearly",viewsari:cooccurrence_extraction_rom-san_1_01
viewsari:annotation_25016,"oa:Annotation, prov:Entity",viewsari:textchunk_25016,"Bramante. The Pope wishing to demonstrate the greatness and magnificence of his generous ambition, Raffaello made the designs for the ornaments in stucco and for the scenes that were painted there, and likewise for the compartments; and as for the stucco and the grotesques, he placed at the head of that work Giovanni da Udine",viewsari:cooccurrence_extraction_udi-urb_1
viewsari:annotation_25017,"oa:Annotation, prov:Entity",viewsari:textchunk_25017,"Bramante. The Pope wishing to demonstrate the greatness and magnificence of his generous ambition, Raffaello made the designs for the ornaments in stucco and for the scenes that were painted there, and likewise for the compartments; and as for the stucco and the grotesques, he placed at the head of that work Giovanni da Udine, and the figures he entrusted to Giulio Romano",viewsari:cooccurrence_extraction_rom-urb_1
viewsari:annotation_25018,"oa:Annotation, prov:Entity",viewsari:textchunk_25018,"Giovanni da Udine, and the figures he entrusted to Giulio Romano",viewsari:cooccurrence_extraction_rom-udi_1
viewsari:annotation_25019,"oa:Annotation, prov:Entity",viewsari:textchunk_25019,"Pietro, he sought to the best of his power and knowledge to imitate that of Leonardo",viewsari:cooccurrence_extraction_per-vin_1
viewsari:annotation_25020,"oa:Annotation, prov:Entity",viewsari:textchunk_25020,"Bramante, a letter was written to France, inviting them to come to Rome, and offering them good payments. Thereupon Maestro Claudio, a Frenchman, the head of that art, having received the intelligence, and knowing the excellence of Guglielmo",viewsari:cooccurrence_extraction_mar-urb_1
viewsari:annotation_25021,"oa:Annotation, prov:Entity",viewsari:textchunk_25021,"Bramante, a letter was written to France, inviting them to come to Rome, and offering them good payments. Thereupon Maestro Claudio, a Frenchman, the head of that art",viewsari:cooccurrence_extraction_cla-urb_1
viewsari:annotation_25022,"oa:Annotation, prov:Entity",viewsari:textchunk_25022,Maestro Claudio to get him,viewsari:cooccurrence_extraction_cla-mar_1
viewsari:annotation_25023,"oa:Annotation, prov:Entity",viewsari:textchunk_25023,"Domenico, received Guglielmo",viewsari:cooccurrence_extraction_mar-pec_1
viewsari:annotation_25024,"oa:Annotation, prov:Entity",viewsari:textchunk_25024,him it is related that while Antonio Pollaiuolo,viewsari:cooccurrence_extraction_cro-pol_1
viewsari:annotation_25025,"oa:Annotation, prov:Entity",viewsari:textchunk_25025,him. Benedetto,viewsari:cooccurrence_extraction_bru-mai_1_02
viewsari:annotation_25026,"oa:Annotation, prov:Entity",viewsari:textchunk_25026,Bandinelli and Ammanati,viewsari:cooccurrence_extraction_amm-ban_1
viewsari:annotation_25027,"oa:Annotation, prov:Entity",viewsari:textchunk_25027,"him for many years, because, although they had many invitations into Spain and Hungary from merchants and others, they were never induced either by promises or by money to tear themselves away from the delights of their country, in which they had more work to do than they were able to execute. One of these two was Antonio del Ceraiuolo, a Florentine, who, having been many years with Lorenzo di Credi",viewsari:cooccurrence_extraction_cre-ghi_1
viewsari:annotation_25028,"oa:Annotation, prov:Entity",viewsari:textchunk_25028,"his disciple, and of those that he executed when he was so much the friend of Andrea del Sarto",viewsari:cooccurrence_extraction_ghi-sar_1
viewsari:annotation_25029,"oa:Annotation, prov:Entity",viewsari:textchunk_25029,"him to the grave, Andrea",viewsari:cooccurrence_extraction_fie-mar_1
viewsari:annotation_25030,"oa:Annotation, prov:Entity",viewsari:textchunk_25030,"Silvio, caused him",viewsari:cooccurrence_extraction_buo-cos_1
viewsari:annotation_25031,"oa:Annotation, prov:Entity",viewsari:textchunk_25031,"Vincenzio da San Gimignano of Tuscany, and Timoteo da Urbino",viewsari:cooccurrence_extraction_san-urb_1_03
viewsari:annotation_25032,"oa:Annotation, prov:Entity",viewsari:textchunk_25032,he was much extolled by Raffaello,viewsari:cooccurrence_extraction_san-san_1_05
viewsari:annotation_25033,"oa:Annotation, prov:Entity",viewsari:textchunk_25033,his master,viewsari:cooccurrence_extraction_san-urb_1_04
viewsari:annotation_25034,"oa:Annotation, prov:Entity",viewsari:textchunk_25034,"Bramante, ordained that Andrea",viewsari:cooccurrence_extraction_con-urb_1
viewsari:annotation_25035,"oa:Annotation, prov:Entity",viewsari:textchunk_25035,his father,viewsari:cooccurrence_extraction_mon-mon_1
viewsari:annotation_25036,"oa:Annotation, prov:Entity",viewsari:textchunk_25036,"him by a great measure. This Raffaello, beginning in his youth to work in clay, in wax, and in bronze, acquired the name of an excellent sculptor, and was therefore taken by Antonio da San Gallo to Loreto, together with many others, in order to finish the ornamentation of that Chamber, according to the directions left by Andrea Sansovino",viewsari:cooccurrence_extraction_con-mon_1_01
viewsari:annotation_25037,"oa:Annotation, prov:Entity",viewsari:textchunk_25037,Andrea Sansovino; where Raffaello,viewsari:cooccurrence_extraction_con-mon_1_02
viewsari:annotation_25038,"oa:Annotation, prov:Entity",viewsari:textchunk_25038,"He had finished this work, when Michelagnolo",viewsari:cooccurrence_extraction_buo-mon_1
viewsari:annotation_25039,"oa:Annotation, prov:Entity",viewsari:textchunk_25039,"Credi, that from that day onward Lorenzo",viewsari:cooccurrence_extraction_cre-cre_1
viewsari:annotation_25040,"oa:Annotation, prov:Entity",viewsari:textchunk_25040,"Leonardo, he",viewsari:cooccurrence_extraction_cre-vin_1
viewsari:annotation_25041,"oa:Annotation, prov:Entity",viewsari:textchunk_25041,his master,viewsari:cooccurrence_extraction_cre-ver_1
viewsari:annotation_25042,"oa:Annotation, prov:Entity",viewsari:textchunk_25042,Tommaso di Stefano. Of Sogliani,viewsari:cooccurrence_extraction_lun-sog_1
viewsari:annotation_25043,"oa:Annotation, prov:Entity",viewsari:textchunk_25043,"Raffaello, he",viewsari:cooccurrence_extraction_lot-san_1
viewsari:annotation_25044,"oa:Annotation, prov:Entity",viewsari:textchunk_25044,Baldassarre he,viewsari:cooccurrence_extraction_per-san_1_03
viewsari:annotation_25045,"oa:Annotation, prov:Entity",viewsari:textchunk_25045,"the painter Giulio Romano, a disciple of Raffaello",viewsari:cooccurrence_extraction_rom-san_2
viewsari:annotation_25046,"oa:Annotation, prov:Entity",viewsari:textchunk_25046,"he succeed, that Raffaello",viewsari:cooccurrence_extraction_mod-san_1
viewsari:annotation_25047,"oa:Annotation, prov:Entity",viewsari:textchunk_25047,him under his,viewsari:cooccurrence_extraction_bar-sar_1
viewsari:annotation_25048,"oa:Annotation, prov:Entity",viewsari:textchunk_25048,Andrea with Piero,viewsari:cooccurrence_extraction_cos-sar_1_01
viewsari:annotation_25049,"oa:Annotation, prov:Entity",viewsari:textchunk_25049,he placed Andrea with Piero,viewsari:cooccurrence_extraction_bar-cos_1
viewsari:annotation_25050,"oa:Annotation, prov:Entity",viewsari:textchunk_25050,his companion Andrea,viewsari:cooccurrence_extraction_fra-sar_1
viewsari:annotation_25051,"oa:Annotation, prov:Entity",viewsari:textchunk_25051,Andrea and as will be related in the proper place of Jacopo,viewsari:cooccurrence_extraction_con-san_1
viewsari:annotation_25052,"oa:Annotation, prov:Entity",viewsari:textchunk_25052,Andrea and as will be related in the proper place of Jacopo,viewsari:cooccurrence_extraction_sar-san_1
viewsari:annotation_25053,"oa:Annotation, prov:Entity",viewsari:textchunk_25053,"he was working at it. The friar, then, being very eager to see the rest finished, thought of serving his own ends by making Andrea",viewsari:cooccurrence_extraction_con-ros_1
viewsari:annotation_25054,"oa:Annotation, prov:Entity",viewsari:textchunk_25054,"he was working at it. The friar, then, being very eager to see the rest finished, thought of serving his own ends by making Andrea",viewsari:cooccurrence_extraction_sar-ros_1_01
viewsari:annotation_25055,"oa:Annotation, prov:Entity",viewsari:textchunk_25055,"him and making a sign, is Andrea, the master of the work",viewsari:cooccurrence_extraction_san-sar_2
viewsari:annotation_25056,"oa:Annotation, prov:Entity",viewsari:textchunk_25056,"Jacopo, subjected himself",viewsari:cooccurrence_extraction_pon-sar_1
viewsari:annotation_25057,"oa:Annotation, prov:Entity",viewsari:textchunk_25057,Raffaello. Andrea,viewsari:cooccurrence_extraction_san-sar_1_01
viewsari:annotation_25058,"oa:Annotation, prov:Entity",viewsari:textchunk_25058,"Andrea at work on that picture, revealed the truth. For Giulio",viewsari:cooccurrence_extraction_rom-sar_1
viewsari:annotation_25059,"oa:Annotation, prov:Entity",viewsari:textchunk_25059,"the aforesaid Salviati, although he did not stay long with Andrea",viewsari:cooccurrence_extraction_sal-sar_1
viewsari:annotation_25060,"oa:Annotation, prov:Entity",viewsari:textchunk_25060,his master,viewsari:cooccurrence_extraction_con-sar_1
viewsari:annotation_25061,"oa:Annotation, prov:Entity",viewsari:textchunk_25061,"Tiziano, who loved him much",viewsari:cooccurrence_extraction_lom-vec_1
viewsari:annotation_25062,"oa:Annotation, prov:Entity",viewsari:textchunk_25062,"the sculptor Michelagnolo, his friend and compatriot",viewsari:cooccurrence_extraction_per-sie_1
viewsari:annotation_25063,"oa:Annotation, prov:Entity",viewsari:textchunk_25063,his rival,viewsari:cooccurrence_extraction_nol-san_1
viewsari:annotation_25064,"oa:Annotation, prov:Entity",viewsari:textchunk_25064,Dosso and Battista,viewsari:cooccurrence_extraction_dos-dos_1
viewsari:annotation_25065,"oa:Annotation, prov:Entity",viewsari:textchunk_25065,Perino and that of Pordenone,viewsari:cooccurrence_extraction_lic-vag_1
viewsari:annotation_25066,"oa:Annotation, prov:Entity",viewsari:textchunk_25066,"Perino being recalled to Genoa, Giovanni Antonio",viewsari:cooccurrence_extraction_sog-vag_1
viewsari:annotation_25067,"oa:Annotation, prov:Entity",viewsari:textchunk_25067,Andrea del Sarto he,viewsari:cooccurrence_extraction_sar-sog_1
viewsari:annotation_25068,"oa:Annotation, prov:Entity",viewsari:textchunk_25068,Maturino for Polidoro,viewsari:cooccurrence_extraction_car-mat_1
viewsari:annotation_25069,"oa:Annotation, prov:Entity",viewsari:textchunk_25069,"Raffaello, he",viewsari:cooccurrence_extraction_ros-san_1_02
viewsari:annotation_25070,"oa:Annotation, prov:Entity",viewsari:textchunk_25070,"himself with Biagio Bolognese, a person with much more practice than excellence in art; and they executed in company at S. Salvatore, for the Frati Scopetini, a refectory which they painted partly in fresco and partly ""a secco,"" containing the scene of Christ satisfying five thousand people with five loaves and two fishes. They painted, also, on a wall of the library, the Disputation of S. Augustine, wherein they made a passing good view in perspective. These masters, thanks to having seen the works of Raffaello",viewsari:cooccurrence_extraction_bag-san_1
viewsari:annotation_25071,"oa:Annotation, prov:Entity",viewsari:textchunk_25071,Biagio. The same Girolamo,viewsari:cooccurrence_extraction_bol-cot_1
viewsari:annotation_25072,"oa:Annotation, prov:Entity",viewsari:textchunk_25072,"Jacopo da Pontormo, and Franciabigio, that they might demonstrate the power and perfection of their art in the work, each receiving thirty crowns every month from the magnificent Ottaviano de' Medici. Thereupon Francia",viewsari:cooccurrence_extraction_fra-pon_1
viewsari:annotation_25073,"oa:Annotation, prov:Entity",viewsari:textchunk_25073,Morto into his,viewsari:cooccurrence_extraction_cos-fel_1
viewsari:annotation_25074,"oa:Annotation, prov:Entity",viewsari:textchunk_25074,"his example that they have been brought in our own day, by the hands of Giovanni da Udine",viewsari:cooccurrence_extraction_fel-udi_1
viewsari:annotation_25075,"oa:Annotation, prov:Entity",viewsari:textchunk_25075,He went with Franciabigio,viewsari:cooccurrence_extraction_cos-fra_1
viewsari:annotation_25076,"oa:Annotation, prov:Entity",viewsari:textchunk_25076,"him as my companion, together with Tribolo",viewsari:cooccurrence_extraction_cos-tri_1
viewsari:annotation_25077,"oa:Annotation, prov:Entity",viewsari:textchunk_25077,"his ways, as was Raffaello",viewsari:cooccurrence_extraction_maz-san_1
viewsari:annotation_25078,"oa:Annotation, prov:Entity",viewsari:textchunk_25078,"Bramante, he",viewsari:cooccurrence_extraction_gio-urb_1
viewsari:annotation_25079,"oa:Annotation, prov:Entity",viewsari:textchunk_25079,"Bramante, he was placed, in company with Raffaello da Urbino",viewsari:cooccurrence_extraction_san-urb_2_01
viewsari:annotation_25080,"oa:Annotation, prov:Entity",viewsari:textchunk_25080,"Bramante, he was placed, in company with Raffaello da Urbino and Giuliano da San Gallo",viewsari:cooccurrence_extraction_san-urb_2_02
viewsari:annotation_25081,"oa:Annotation, prov:Entity",viewsari:textchunk_25081,"Fra Giocondo, Raffaello",viewsari:cooccurrence_extraction_gio-san_1_02
viewsari:annotation_25082,"oa:Annotation, prov:Entity",viewsari:textchunk_25082,"Fra Giocondo, Raffaello, and Giuliano",viewsari:cooccurrence_extraction_gio-san_1_03
viewsari:annotation_25083,"oa:Annotation, prov:Entity",viewsari:textchunk_25083,"Raffaello, and Giuliano",viewsari:cooccurrence_extraction_san-san_2_02
viewsari:annotation_25084,"oa:Annotation, prov:Entity",viewsari:textchunk_25084,his attention under Bellini,viewsari:cooccurrence_extraction_bel-lib_1
viewsari:annotation_25085,"oa:Annotation, prov:Entity",viewsari:textchunk_25085,his master,viewsari:cooccurrence_extraction_car-lib_1
viewsari:annotation_25086,"oa:Annotation, prov:Entity",viewsari:textchunk_25086,himself to Mantegna,viewsari:cooccurrence_extraction_car-man_1
viewsari:annotation_25087,"oa:Annotation, prov:Entity",viewsari:textchunk_25087,"Liberale, to apprentice himself to Mantegna",viewsari:cooccurrence_extraction_lib-man_1
viewsari:annotation_25088,"oa:Annotation, prov:Entity",viewsari:textchunk_25088,"his disciples, particularly Anselmo Canneri and Paolo Veronese",viewsari:cooccurrence_extraction_cal-car_1
viewsari:annotation_25089,"oa:Annotation, prov:Entity",viewsari:textchunk_25089,"his disciples, particularly Anselmo Canneri",viewsari:cooccurrence_extraction_can-car_1
viewsari:annotation_25090,"oa:Annotation, prov:Entity",viewsari:textchunk_25090,Anselmo Canneri and Paolo Veronese,viewsari:cooccurrence_extraction_cal-can_1
viewsari:annotation_25091,"oa:Annotation, prov:Entity",viewsari:textchunk_25091,"Liberale, he",viewsari:cooccurrence_extraction_lib-tur_1
viewsari:annotation_25092,"oa:Annotation, prov:Entity",viewsari:textchunk_25092,"his steps and executed many works, which are dispersed among various private houses. Of those in Verona which deserve to be extolled above all others, the first is the great chapel of the Duomo, on the vaulting of which are four large pictures painted in fresco, wherein are the Nativity of the Madonna and the Presentation in the Temple, and, in the picture in the centre, which appears to recede inwards, three Angels in the air, who are seen foreshortened from below, and are holding a crown of stars wherewith to crown the Madonna, who is in the recess, in the act of ascending into Heaven, accompanied by many Angels, while the Apostles are gazing upwards in attitudes of great variety; and these Apostles are figures twice the size of life. All these pictures were executed by Il Moro after the designs of Giulio Romano",viewsari:cooccurrence_extraction_lib-rom_1
viewsari:annotation_25093,"oa:Annotation, prov:Entity",viewsari:textchunk_25093,his father,viewsari:cooccurrence_extraction_mor-mor_1
viewsari:annotation_25094,"oa:Annotation, prov:Entity",viewsari:textchunk_25094,his son,viewsari:cooccurrence_extraction_lib-lib_1
viewsari:annotation_25095,"oa:Annotation, prov:Entity",viewsari:textchunk_25095,"his Palace, Granacci",viewsari:cooccurrence_extraction_buo-gra_1
viewsari:annotation_25096,"oa:Annotation, prov:Entity",viewsari:textchunk_25096,"he knew of art at that time, than with Granacci. Then, after they had been companions together in the workshop of Domenico Ghirlandajo",viewsari:cooccurrence_extraction_buo-ghi_1_02
viewsari:annotation_25097,"oa:Annotation, prov:Entity",viewsari:textchunk_25097,he was held to be the best of Ghirlandajo's,viewsari:cooccurrence_extraction_ghi-gra_1
viewsari:annotation_25098,"oa:Annotation, prov:Entity",viewsari:textchunk_25098,Baccio gave the design for constructing the gallery that encircles the cupola. This part of the work Filippo Brunelleschi,viewsari:cooccurrence_extraction_agn-bru_1
viewsari:annotation_25099,"oa:Annotation, prov:Entity",viewsari:textchunk_25099,him that Baccio,viewsari:cooccurrence_extraction_agn-buo_1
viewsari:annotation_25100,"oa:Annotation, prov:Entity",viewsari:textchunk_25100,"his return from Rome, perceiving that in carrying out this work they were cutting away the toothings that Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-buo_1
viewsari:annotation_25101,"oa:Annotation, prov:Entity",viewsari:textchunk_25101,his father's,viewsari:cooccurrence_extraction_agn-agn_1
viewsari:annotation_25102,"oa:Annotation, prov:Entity",viewsari:textchunk_25102,his father's,viewsari:cooccurrence_extraction_ban-agn_1
viewsari:annotation_25103,"oa:Annotation, prov:Entity",viewsari:textchunk_25103,Bandinelli made him,viewsari:cooccurrence_extraction_agn-ban_2
viewsari:annotation_25104,"oa:Annotation, prov:Entity",viewsari:textchunk_25104,"he represented S. Anthony beaten by Devils, and carried through the air by a vast number of them in the most varied and bizarre forms that could possibly be imagined; which sheet so pleased Michelagnolo",viewsari:cooccurrence_extraction_buo-sch_1
viewsari:annotation_25105,"oa:Annotation, prov:Entity",viewsari:textchunk_25105,Albrecht and Lucas,viewsari:cooccurrence_extraction_d-r-ley_1
viewsari:annotation_25106,"oa:Annotation, prov:Entity",viewsari:textchunk_25106,him in his,viewsari:cooccurrence_extraction_rom-san_3
viewsari:annotation_25107,"oa:Annotation, prov:Entity",viewsari:textchunk_25107,this Agostino to have his,viewsari:cooccurrence_extraction_sar-vin_1
viewsari:annotation_25108,"oa:Annotation, prov:Entity",viewsari:textchunk_25108,Andrea painted in the Scalzo at Florence. Marco da Ravenna,viewsari:cooccurrence_extraction_den-sar_1
viewsari:annotation_25109,"oa:Annotation, prov:Entity",viewsari:textchunk_25109,he executed in company with Agostino,viewsari:cooccurrence_extraction_den-vin_1
viewsari:annotation_25110,"oa:Annotation, prov:Entity",viewsari:textchunk_25110,"Ugo executed in this manner, after a design drawn by Raffaello",viewsari:cooccurrence_extraction_car-san_1
viewsari:annotation_25111,"oa:Annotation, prov:Entity",viewsari:textchunk_25111,"Michelagnolo at that altar to hear Mass, I saw an inscription saying that Ugo da Carpi",viewsari:cooccurrence_extraction_buo-car_1
viewsari:annotation_25112,"oa:Annotation, prov:Entity",viewsari:textchunk_25112,"The same Parmigiano, having shown the method of making prints from three blocks to Antonio da Trento",viewsari:cooccurrence_extraction_maz-tre_1
viewsari:annotation_25113,"oa:Annotation, prov:Entity",viewsari:textchunk_25113,"him to execute a large sheet in chiaroscuro of the Beheading of S. Peter and S. Paul. And afterwards he executed another, but with two blocks only, of the Tiburtine Sibyl showing the Infant Christ in the lap of the Virgin to the Emperor Octavian; a nude man seated, who has his back turned in a beautiful attitude; and likewise an oval print of the Madonna lying down, with many others by his hand that may be seen in various places, printed after his death by Joannicolo Vicentino. But the most beautiful were executed later by Domenico Beccafumi of Siena",viewsari:cooccurrence_extraction_bec-tre_1
viewsari:annotation_25114,"oa:Annotation, prov:Entity",viewsari:textchunk_25114,"Domenico Beccafumi of Siena, after the death of Parmigiano",viewsari:cooccurrence_extraction_bec-maz_1
viewsari:annotation_25115,"oa:Annotation, prov:Entity",viewsari:textchunk_25115,Baviera having then caused Rosso,viewsari:cooccurrence_extraction_bav-ros_1
viewsari:annotation_25116,"oa:Annotation, prov:Entity",viewsari:textchunk_25116,Caraglio afterwards began for Rosso,viewsari:cooccurrence_extraction_car-ros_1
viewsari:annotation_25117,"oa:Annotation, prov:Entity",viewsari:textchunk_25117,"Baviera having then caused Rosso to draw twenty Gods in niches, with their attributes, for a book, these were engraved by Gian Jacopo Caraglio",viewsari:cooccurrence_extraction_bav-car_1
viewsari:annotation_25118,"oa:Annotation, prov:Entity",viewsari:textchunk_25118,Tiziano had formerly painted. This Gian Jacopo Caraglio,viewsari:cooccurrence_extraction_car-vec_1_01
viewsari:annotation_25119,"oa:Annotation, prov:Entity",viewsari:textchunk_25119,"the same painter, of Vulcan with some Loves, who are fashioning arrows at his forge, while the Cyclopes are also at work, which was truly a most beautiful engraving. He executed the Leda of Michelagnolo",viewsari:cooccurrence_extraction_buo-ros_1
viewsari:annotation_25120,"oa:Annotation, prov:Entity",viewsari:textchunk_25120,"the same painter, of Vulcan with some Loves, who are fashioning arrows at his forge, while the Cyclopes are also at work, which was truly a most beautiful engraving. He executed the Leda of Michelagnolo on another, and also an Annunciation after the design of Tiziano, the story of Judith that Michelagnolo painted in the Chapel, the portrait of Duke Cosimo de' Medici as a young man, in full armour, after the drawing by Bandinelli",viewsari:cooccurrence_extraction_ban-ros_1_01
viewsari:annotation_25121,"oa:Annotation, prov:Entity",viewsari:textchunk_25121,"the same painter, of Vulcan with some Loves, who are fashioning arrows at his forge, while the Cyclopes are also at work, which was truly a most beautiful engraving. He",viewsari:cooccurrence_extraction_ros-vic_1
viewsari:annotation_25122,"oa:Annotation, prov:Entity",viewsari:textchunk_25122,"Michelagnolo painted in the Chapel, the portrait of Duke Cosimo de' Medici as a young man, in full armour, after the drawing by Bandinelli",viewsari:cooccurrence_extraction_ban-buo_1
viewsari:annotation_25123,"oa:Annotation, prov:Entity",viewsari:textchunk_25123,He executed the Leda of Michelagnolo,viewsari:cooccurrence_extraction_buo-vic_1
